customer_id,country,age,gender,membership_tier,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,churned,orders_with_discount,avg_discount_pct,total_discount_usd,discount_ratio,recency_log,frequency_log,monetary_log,recency_final,frequency_final,monetary_final,Cluster_RFM,recency_cat,frequency_cat,monetary_cat,account_age_days,age_group,region,Cluster_LCA,prob_max_clase
C00596,United States,37,Male,Free,2025-10-28,35,2810.18,79.03,0,Clothing & Apparel,Desktop,Credit Card,Social Media,3,4.5,4,4,1,0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,7.941359603007981,-2.925838984775637,1.2028001593935322,1.0240281621057383,1,Activo,Frecuente,Gasto Alto,216,36-45,Norteamérica,1,0.5774848261893193
C00597,South Korea,18,Male,Free,2023-03-03,58,5717.33,105.49,0,Sports & Outdoors,Desktop,Debit Card,Paid Ad,7,4.2,6,7,1,0,0.0,0.0,0.0,0.0,0.0,4.07753744390572,8.651432083703838,-2.925838984775637,1.753676889884526,1.5860260673252886,1,Activo,Frecuente,Gasto Alto,1186,18-25,Asia,0,0.4503837799787053
C00598,France,34,Male,Free,2025-02-23,8,658.26,82.1,10,Home & Kitchen,Desktop,Credit Card,Organic Search,1,4.8,0,24,0,0,1.0,2.0,3.25,0.125,2.3978952727983707,2.1972245773362196,6.491117993870722,-0.9480831182374049,-0.34304740851649596,-0.12378810814128274,1,Activo,Frecuente,Gasto Medio,463,26-35,Europa,0,0.4065091937010004
C00599,India,41,Female,Silver,2021-10-26,64,6874.4,95.42,24,Health & Wellness,Mobile,PayPal,Organic Search,5,3.7,0,2,1,0,0.0,0.0,0.0,0.0,3.2188758248682006,4.174387269895637,8.835705102660457,-0.27094799828905625,1.8616734829299442,1.731871813298452,0,Activo,Frecuente,Gasto Alto,1679,36-45,Asia,2,0.6459849959628736
C00600,Australia,63,Female,Free,2026-01-28,7,1113.8,160.65,131,Books,Mobile,Credit Card,Direct,2,3.3,0,1,0,0,1.0,12.5,11.67,0.14285714285714285,4.882801922586371,2.0794415416798357,7.016430295607793,1.101438710413085,-0.47438648361984964,0.29197848074691074,0,Dormido,Frecuente,Gasto Medio,124,56+,Oceanía,1,0.7279139466973051
C00601,Canada,42,Male,Silver,2026-02-22,1,51.46,48.17,17,Office Supplies,Mobile,Debit Card,Social Media,0,4.8,0,7,0,0,1.0,10.0,6.75,1.0,2.8903717578961645,0.6931471805599453,3.9600509744387278,-0.5418942956548309,-2.020234051529878,-2.1270404542920485,2,Activo,Compra Unica,Gasto Bajo,99,36-45,Norteamérica,1,0.8709253048070167
C00602,Spain,18,Female,Free,2024-02-22,18,2378.18,154.78,24,Beauty & Personal Care,Mobile,UPI / Digital Wallet,Email Campaign,5,4.3,2,19,1,0,1.0,25.0,19.09,0.05555555555555555,3.2188758248682006,2.9444389791664403,7.774511169483604,-0.27094799828905625,0.49016637217253833,0.891973375194448,0,Activo,Frecuente,Gasto Alto,830,18-25,Europa,2,0.6360115598935764
C00603,Brazil,21,Male,Gold,2025-08-26,6,586.6,108.48,36,Books,Mobile,Buy Now Pay Later,Direct,0,4.3,0,8,1,0,0.0,0.0,0.0,0.0,3.6109179126442243,1.9459101490553132,6.376046444299722,0.052403712615344426,-0.6232864462233948,-0.2148632752085857,2,En Riesgo,Frecuente,Gasto Medio,279,18-25,Latinoamérica,1,0.5836521631401917
C00604,United States,39,Female,Silver,2024-04-26,48,3505.96,67.08,20,Travel & Luggage,Mobile,Buy Now Pay Later,Social Media,12,4.5,0,0,0,0,3.0,18.333333333333332,52.09,0.0625,3.044522437723423,3.8918202981106265,8.162504844315222,-0.41475262486641995,1.5465849430381025,1.1990570017562296,0,Activo,Frecuente,Gasto Alto,766,36-45,Norteamérica,2,0.5143318627942721
C00605,France,47,Female,Gold,2025-04-13,28,720.25,25.98,92,Electronics,Mobile,Debit Card,Email Campaign,4,4.7,0,17,1,0,0.0,0.0,0.0,0.0,4.532599493153256,3.367295829986474,6.5809858178223095,0.8125958584569218,0.9616912176506566,-0.052660821588877305,0,Dormido,Frecuente,Gasto Medio,414,46-55,Europa,2,0.6290871558647678
C00606,Canada,30,Female,Free,2024-09-20,12,1429.53,119.51,162,Electronics,Desktop,UPI / Digital Wallet,Organic Search,4,4.6,0,2,1,0,1.0,2.5,5.35,0.08333333333333333,5.093750200806762,2.5649493574615367,7.265800283958483,1.275426373477134,0.06700003375814713,0.4893462352898998,0,Dormido,Frecuente,Gasto Alto,619,26-35,Norteamérica,2,0.5971517554434626
C00607,Canada,27,Female,Free,2023-11-13,67,1226.13,21.21,106,Electronics,Desktop,UPI / Digital Wallet,Social Media,18,4.1,3,0,1,0,4.0,15.0,66.44,0.05970149253731343,4.672828834461906,4.219507705176107,7.112433388568915,0.9282553726901334,1.9119869784598627,0.3679616213495079,0,Dormido,Frecuente,Gasto Medio,931,26-35,Norteamérica,2,0.4449707739931218
C00608,France,27,Male,Gold,2023-05-02,47,8759.82,213.31,45,Home & Kitchen,Desktop,Debit Card,Direct,11,4.3,1,24,1,0,2.0,13.333333333333334,23.869999999999997,0.0425531914893617,3.828641396489095,3.871201010907891,9.078044786855482,0.23197948572857785,1.5235925138193631,1.923675324308629,0,En Riesgo,Frecuente,Gasto Alto,1126,26-35,Europa,0,0.35536008555245135
C00609,Mexico,28,Male,Silver,2023-10-18,60,2759.34,42.73,9,Food & Grocery,Mobile,Credit Card,Email Campaign,23,4.8,8,2,1,0,3.0,6.666666666666667,11.48,0.05,2.302585092994046,4.110873864173311,7.923109139529925,-1.0266938354722885,1.7908501091075006,1.0095835490235612,1,Activo,Frecuente,Gasto Alto,957,26-35,Norteamérica,0,0.5289891150273276
C00610,Mexico,58,Male,Free,2025-04-23,7,631.57,86.55,78,Sports & Outdoors,Desktop,Debit Card,Direct,0,4.6,0,9,1,0,2.0,6.25,17.35,0.2857142857142857,4.3694478524670215,2.0794415416798357,6.449790886414747,0.6780303008352271,-0.47438648361984964,-0.15649708990083527,2,Dormido,Frecuente,Gasto Medio,404,56+,Norteamérica,1,0.47506462962708673
C00612,South Korea,36,Female,Silver,2026-02-05,3,421.71,127.65,8,Beauty & Personal Care,Mobile,Debit Card,Organic Search,1,4.1,0,6,1,0,2.0,11.25,42.06,0.6666666666666666,2.1972245773362196,1.3862943611198906,6.046686364733176,-1.1135939517148885,-1.2473102675748637,-0.4755404311489889,2,Activo,Ocasional,Gasto Bajo,116,36-45,Asia,2,0.7277045004453702
C00613,United States,49,Female,Gold,2024-04-13,20,1372.66,70.32,33,Food & Grocery,Mobile,Credit Card,Social Media,6,3.2,2,11,1,0,0.0,0.0,0.0,0.0,3.5263605246161616,3.044522437723423,7.225233989467958,-0.01733822821449301,0.6017687672608033,0.4572394107811498,0,En Riesgo,Frecuente,Gasto Medio,779,46-55,Norteamérica,0,0.5933674978248555
C00615,Australia,24,Female,Free,2025-08-13,4,864.5,214.69,144,Toys & Games,Mobile,Credit Card,Organic Search,1,3.9,0,2,1,0,2.0,10.0,7.46,0.5,4.976733742420574,1.6094379124341003,6.7633073746162635,1.178912572528384,-0.9984843863130948,0.09164040931385574,2,Dormido,Ocasional,Gasto Medio,292,18-25,Oceanía,0,0.8574130526102338
C00616,Germany,30,Male,Silver,2025-11-15,4,159.99,37.08,15,Books,Mobile,Credit Card,Organic Search,1,4.6,0,2,0,0,3.0,8.88888888888889,103.41,0.75,2.772588722239781,1.6094379124341003,5.081342251254203,-0.6390403605354057,-0.9984843863130948,-1.239577039157718,2,Activo,Ocasional,Gasto Bajo,198,26-35,Europa,1,0.4176987212291951
C00617,Germany,18,Female,Gold,2022-12-19,30,3807.69,110.65,2,Jewelry & Accessories,Mobile,Debit Card,Email Campaign,9,3.3,2,3,1,0,0.0,0.0,0.0,0.0,1.0986122886681098,3.4339872044851463,8.245040576975967,-2.019716468245263,1.0360583231953018,1.2643811906554288,1,Activo,Frecuente,Gasto Alto,1260,18-25,Europa,1,0.7768144499382449
C00618,United Kingdom,20,Female,Free,2025-05-18,13,5180.82,449.7,143,Sports & Outdoors,Mobile,Debit Card,Social Media,1,3.9,1,8,0,0,1.0,25.0,30.91,0.07692307692307693,4.969813299576001,2.6390573296152584,8.552911624895447,1.173204672525343,0.14963733773161927,1.508050518382278,0,Dormido,Frecuente,Gasto Alto,379,18-25,Europa,1,0.47541138102603364
C00619,United States,40,Male,Silver,2025-08-30,17,1394.93,76.78,43,Travel & Luggage,Desktop,Debit Card,Organic Search,2,3.7,1,1,0,0,3.0,9.0,36.01,0.17647058823529413,3.784189633918261,2.8903717578961645,7.241316138798626,0.1953161938827108,0.4298763754385179,0.4699678779179224,0,En Riesgo,Frecuente,Gasto Medio,275,36-45,Norteamérica,2,0.5005847344572453
C00620,United Kingdom,37,Female,Free,2025-02-14,24,1483.41,60.12,15,Food & Grocery,Desktop,Credit Card,Direct,7,4.2,0,28,0,0,1.0,1.6666666666666667,1.66,0.041666666666666664,2.772588722239781,3.2188758248682006,7.3027726658923955,-0.6390403605354057,0.7961890628587025,0.5186086018267265,1,Activo,Frecuente,Gasto Alto,472,36-45,Europa,2,0.5413833093893295
C00621,United States,35,Female,Gold,2022-12-30,2,120.61,58.05,17,Food & Grocery,Mobile,Credit Card,Paid Ad,0,4.5,0,4,1,0,3.0,9.0,34.660000000000004,1.5,2.8903717578961645,1.0986122886681098,4.800819202992908,-0.5418942956548309,-1.5681026220006942,-1.4616013673420083,2,Activo,Ocasional,Gasto Bajo,1249,26-35,Norteamérica,2,0.5876254810298521
C00622,Italy,20,Male,Free,2026-03-26,5,1255.06,226.35,0,Books,Desktop,Debit Card,Social Media,1,4.4,0,0,1,0,1.0,5.0,2.56,0.2,0.0,1.791759469228055,7.135735116587798,-2.925838984775637,-0.79517883804568,0.38640413629076337,1,Activo,Ocasional,Gasto Medio,67,18-25,Europa,0,0.45467918059912177
C00623,Germany,45,Female,Silver,2025-10-24,4,1470.94,327.48,25,Books,Mobile,PayPal,Direct,1,4.3,0,5,1,0,2.0,8.333333333333334,213.20000000000002,0.5,3.258096538021482,1.6094379124341003,7.294336537588509,-0.2385992145833392,-0.9984843863130948,0.511931696913722,2,Activo,Ocasional,Gasto Alto,220,36-45,Europa,1,0.55427835385029
C00624,India,18,Male,Free,2025-11-25,53,5634.33,110.48,38,Food & Grocery,Desktop,PayPal,Paid Ad,10,4.6,1,0,0,0,0.0,0.0,0.0,0.0,3.6635616461296463,3.9889840465642745,8.636810987314615,0.095823645886977,1.6549315889227163,1.574453973255815,0,En Riesgo,Frecuente,Gasto Alto,188,18-25,Asia,0,0.8037712743362596
C00625,France,41,Female,Free,2026-03-19,41,2043.49,49.03,45,Home & Kitchen,Desktop,Debit Card,Email Campaign,11,4.9,4,5,0,0,0.0,0.0,0.0,0.0,3.828641396489095,3.7376696182833684,7.6229036486213,0.23197948572857785,1.3746925512158177,0.7719812455788247,0,En Riesgo,Frecuente,Gasto Alto,74,36-45,Europa,2,0.47597460854845436
C00626,United States,62,Female,Free,2025-03-16,2,70.23,36.11,12,Clothing & Apparel,Desktop,Credit Card,Organic Search,0,4.3,0,10,0,0,1.0,15.0,6.06,0.5,2.5649493574615367,1.0986122886681098,4.265914077990263,-0.8102988706433972,-1.5681026220006942,-1.884960345355198,2,Activo,Ocasional,Gasto Bajo,442,56+,Norteamérica,2,0.590467253667318
C00627,India,43,Male,Free,2024-10-26,2,156.94,78.98,15,Electronics,Mobile,Debit Card,Organic Search,0,4.4,0,2,0,0,0.0,0.0,0.0,0.0,2.772588722239781,1.0986122886681098,5.062215214069435,-0.6390403605354057,-1.5681026220006942,-1.254715430129245,2,Activo,Ocasional,Gasto Bajo,583,36-45,Asia,2,0.40852034255276753
C00628,United States,43,Male,Platinum,2025-08-16,76,4546.96,66.85,5,Beauty & Personal Care,Desktop,PayPal,Social Media,20,3.8,10,0,0,0,0.0,0.0,0.0,0.0,1.791759469228055,4.343805421853684,8.422434059756991,-1.448016812185205,2.0505905307873653,1.4047820207577828,1,Activo,Frecuente,Gasto Alto,289,36-45,Norteamérica,0,0.7051466147046419
C00631,France,27,Female,Silver,2025-10-07,15,1100.79,75.33,69,Sports & Outdoors,Desktop,UPI / Digital Wallet,Paid Ad,4,4.2,2,1,0,0,0.0,0.0,0.0,0.0,4.248495242049359,2.772588722239781,7.004691408940068,0.5782700079065546,0.2985373003351647,0.2826875563747873,0,En Riesgo,Frecuente,Gasto Medio,237,26-35,Europa,2,0.5242714488788688
C00632,India,22,Female,Gold,2022-06-23,27,2383.1,101.48,3,Sports & Outdoors,Desktop,Debit Card,Organic Search,7,4.0,2,1,1,0,1.0,2.0,13.8,0.037037037037037035,1.3862943611198906,3.332204510175204,7.776576973614243,-1.7824396726555212,0.9225611216866336,0.893608387993247,1,Activo,Frecuente,Gasto Alto,1439,18-25,Asia,1,0.4070992247752332
C00633,United Kingdom,29,Female,Free,2025-01-05,10,203.77,23.45,14,Travel & Luggage,Mobile,Debit Card,Organic Search,3,3.8,1,2,1,0,0.0,0.0,0.0,0.0,2.70805020110221,2.3978952727983707,5.321887398060469,-0.6922709750019723,-0.11928085847413247,-1.0491938426657608,2,Activo,Frecuente,Gasto Bajo,512,26-35,Europa,2,0.6511661013753212
C00634,United Kingdom,18,Male,Free,2024-02-22,6,2471.7,385.03,6,Jewelry & Accessories,Desktop,UPI / Digital Wallet,Organic Search,1,3.4,0,7,0,0,1.0,1.0,2.4,0.16666666666666666,1.9459101490553132,1.9459101490553132,7.8130659500131285,-1.3208751413967943,-0.6232864462233948,0.9224881557032745,1,Activo,Frecuente,Gasto Alto,830,18-25,Europa,1,0.7554518200501193
C00635,United States,33,Female,Free,2022-02-11,26,1903.74,68.16,3,Beauty & Personal Care,Mobile,PayPal,Paid Ad,8,4.6,3,9,1,0,1.0,2.5,5.28,0.038461538461538464,1.3862943611198906,3.295836866004329,7.552100795306525,-1.7824396726555212,0.8820078049677019,0.7159432264635422,1,Activo,Frecuente,Gasto Alto,1571,26-35,Norteamérica,2,0.6883167930815255
C00636,India,29,Male,Gold,2025-02-08,15,1337.57,82.18,12,Health & Wellness,Mobile,Debit Card,Social Media,1,4.0,0,0,0,0,1.0,25.0,31.62,0.06666666666666667,2.5649493574615367,2.772588722239781,7.1993571589407255,-0.8102988706433972,0.2985373003351647,0.4367587909213657,1,Activo,Frecuente,Gasto Medio,478,26-35,Asia,0,0.5370890100789185
C00637,Brazil,23,Male,Free,2023-05-07,2,183.7,98.76,145,Sports & Outdoors,Mobile,Debit Card,Direct,0,3.1,0,3,0,0,2.0,10.0,11.36,1.0,4.983606621708336,1.0986122886681098,5.218732887205194,1.1845812426682263,-1.5681026220006942,-1.1308370841526019,2,Dormido,Ocasional,Gasto Bajo,1121,18-25,Latinoamérica,1,0.5264846130431776
C00638,United States,33,Male,Free,2025-02-24,40,4939.86,111.49,63,Home & Kitchen,Mobile,Credit Card,Social Media,2,3.9,0,1,0,0,1.0,12.5,4.58,0.025,4.1588830833596715,3.713572066704308,8.50529468409905,0.50435895158471,1.3478215326602891,1.4703633502296503,0,En Riesgo,Frecuente,Gasto Alto,462,26-35,Norteamérica,0,0.5260741676590518
C00639,United Kingdom,50,Male,Gold,2023-07-21,45,4934.89,128.09,106,Clothing & Apparel,Mobile,Buy Now Pay Later,Organic Search,4,3.3,5,4,1,0,1.0,2.5,2.94,0.022222222222222223,4.672828834461906,3.828641396489095,8.504288280085689,0.9282553726901334,1.4761345725006545,1.4695668161254702,0,Dormido,Frecuente,Gasto Alto,1046,46-55,Europa,1,0.5469127871249446
C00640,United States,35,Male,Silver,2024-12-11,14,1433.13,98.74,86,Pet Supplies,Desktop,Credit Card,Social Media,2,4.2,1,14,1,0,1.0,7.5,4.44,0.07142857142857142,4.465908118654584,2.70805020110221,7.268313672559669,0.7575895958154679,0.2265708271711033,0.49133549577706187,0,Dormido,Frecuente,Gasto Alto,537,26-35,Norteamérica,0,0.6314540536901794
C00641,Turkey,33,Male,Free,2025-01-16,4,508.96,120.11,106,Electronics,Desktop,Bank Transfer,Referral,1,3.3,0,1,1,0,0.0,0.0,0.0,0.0,4.672828834461906,1.6094379124341003,6.234332291269921,0.9282553726901334,-0.9984843863130948,-0.3270251450287794,2,Dormido,Ocasional,Gasto Medio,501,26-35,Otros,0,0.6112748521578519
C00642,India,36,Male,Free,2021-05-16,6,177.9,26.36,15,Books,Desktop,Credit Card,Social Media,1,4.0,0,4,0,0,2.0,12.5,308.87,0.3333333333333333,2.772588722239781,1.9459101490553132,5.186826990514674,-0.6390403605354057,-0.6232864462233948,-1.1560895021686495,2,Activo,Frecuente,Gasto Bajo,1842,36-45,Asia,0,0.44635957093739687
C00643,United States,28,Female,Gold,2025-05-29,35,1109.12,29.19,14,Home & Kitchen,Mobile,UPI / Digital Wallet,Email Campaign,9,3.7,3,11,1,0,2.0,5.0,30.96,0.05714285714285714,2.70805020110221,3.58351893845611,7.012223396571227,-0.6922709750019723,1.2028001593935322,0.28864886509457155,1,Activo,Frecuente,Gasto Medio,368,26-35,Norteamérica,2,0.5087352200651596
C00646,Australia,24,Female,Platinum,2025-07-05,43,18326.52,380.44,185,Beauty & Personal Care,Mobile,Credit Card,Social Media,9,4.6,0,2,1,0,0.0,0.0,0.0,0.0,5.225746673713202,3.784189633918261,9.816159034353456,1.3842955145169797,1.4265667094358958,2.507867321863655,0,Dormido,Frecuente,Gasto Alto,331,18-25,Oceanía,0,0.9760517368776205
C00647,France,31,Female,Free,2025-11-17,15,648.27,47.41,79,Office Supplies,Desktop,UPI / Digital Wallet,Social Media,1,4.6,1,1,0,0,0.0,0.0,0.0,0.0,4.382026634673881,2.772588722239781,6.475848654843141,0.6884051327078847,0.2985373003351647,-0.13587326392591215,0,Dormido,Frecuente,Gasto Medio,196,26-35,Europa,1,0.776671193283738
C00648,Germany,49,Female,Gold,2025-09-05,3,323.62,116.59,91,Food & Grocery,Mobile,Debit Card,Email Campaign,0,4.1,0,3,1,0,1.0,15.0,4.33,0.3333333333333333,4.5217885770490405,1.3862943611198906,5.782655267476924,0.8036791417886359,-1.2473102675748637,-0.6845119482896315,2,Dormido,Ocasional,Gasto Bajo,269,46-55,Europa,2,0.5704892170928437
C00649,France,68,Male,Free,2024-02-09,1,117.04,130.04,59,Health & Wellness,Tablet,Bank Transfer,Social Media,0,4.1,0,7,1,0,0.0,0.0,0.0,0.0,4.0943445622221,0.6931471805599453,4.771023550074739,0.45112833711814326,-2.020234051529878,-1.4851836001138656,2,En Riesgo,Compra Unica,Gasto Bajo,843,56+,Europa,2,0.7190206998953754
C00650,India,46,Female,Free,2025-12-11,34,834.98,21.39,139,Automotive,Mobile,Bank Transfer,Organic Search,10,4.5,1,8,1,0,4.0,12.0,139.8,0.11764705882352941,4.941642422609304,3.5553480614894135,6.728604689353555,1.1499696639666117,1.1713870029484026,0.06417442949722783,0,Dormido,Frecuente,Gasto Medio,172,46-55,Asia,0,0.519871836654459
C00651,Canada,30,Male,Free,2023-05-14,9,330.22,39.69,231,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,0,4.5,0,2,0,0,0.0,0.0,0.0,0.0,5.44673737166631,2.302585092994046,5.8027828071613445,1.5665660474652674,-0.22556060235808023,-0.6685816940587079,2,Dormido,Frecuente,Gasto Bajo,1114,26-35,Norteamérica,1,0.7129520055547982
C00652,India,19,Male,Gold,2025-11-12,26,1082.64,47.21,69,Electronics,Mobile,PayPal,Paid Ad,8,3.7,2,29,1,0,2.0,15.0,16.91,0.07692307692307693,4.248495242049359,3.295836866004329,6.988081023520038,0.5782700079065546,0.8820078049677019,0.2695410085719515,0,En Riesgo,Frecuente,Gasto Medio,201,18-25,Asia,0,0.4066592188218023
C00653,Australia,34,Female,Free,2026-03-04,10,909.99,92.21,106,Electronics,Mobile,PayPal,Referral,0,4.3,0,8,0,0,3.0,5.0,75.9,0.3,4.672828834461906,2.3978952727983707,6.814531920251303,0.9282553726901334,-0.11928085847413247,0.13218287240791032,0,Dormido,Frecuente,Gasto Medio,89,26-35,Oceanía,0,0.798796697366182
C00654,United States,47,Female,Silver,2025-09-25,25,522.56,20.28,126,Beauty & Personal Care,Mobile,Credit Card,Referral,5,4.3,0,5,1,0,0.0,0.0,0.0,0.0,4.844187086458591,3.258096538021482,6.260651636923519,1.0695896469642034,0.8399238177131615,-0.306194289691905,0,Dormido,Frecuente,Gasto Medio,249,46-55,Norteamérica,2,0.6385050492733713
C00655,India,21,Male,Gold,2024-10-06,19,1055.71,63.4,3,Travel & Luggage,Mobile,UPI / Digital Wallet,Direct,5,4.9,2,4,1,0,1.0,2.142857142857143,20.88,0.05263157894736842,1.3862943611198906,2.995732273553991,6.962915586826074,-1.7824396726555212,0.5473631815969336,0.24962343242242496,1,Activo,Frecuente,Gasto Medio,603,18-25,Asia,1,0.6186714966099994
C00656,Australia,34,Female,Free,2025-07-03,21,1894.71,85.59,132,Automotive,Desktop,PayPal,Email Campaign,7,4.3,2,14,1,0,0.0,0.0,0.0,0.0,4.890349128221754,3.091042453358316,7.547348717529877,1.1076635570069606,0.6536429254808819,0.7121821206207987,0,Dormido,Frecuente,Gasto Alto,333,26-35,Oceanía,0,0.9519559898994358
C00657,Netherlands,37,Male,Gold,2025-08-09,3,248.03,80.06,21,Electronics,Desktop,Debit Card,Organic Search,0,3.8,0,6,1,0,3.0,13.333333333333334,20.44,1.0,3.091042453358316,1.3862943611198906,5.517573371135054,-0.37638346217734686,-1.2473102675748637,-0.8943151367046563,2,Activo,Ocasional,Gasto Bajo,296,36-45,Europa,2,0.44152273687384963
C00658,France,54,Male,Gold,2025-03-06,29,5643.05,218.03,50,Food & Grocery,Mobile,PayPal,Organic Search,9,4.0,0,2,1,0,0.0,0.0,0.0,0.0,3.9318256327243257,3.4011973816621555,8.638357171898738,0.3170846322558232,0.9994946111261177,1.5756777250853586,0,En Riesgo,Frecuente,Gasto Alto,452,46-55,Europa,0,0.5382393977356547
C00659,Japan,56,Female,Free,2025-10-03,11,187.5,15.02,53,Travel & Luggage,Mobile,PayPal,Organic Search,3,3.9,1,0,1,0,1.0,5.0,23.21,0.09090909090909091,3.9889840465642745,2.4849066497880004,5.2390980068880655,0.3642282208755437,-0.02225505409066562,-1.1147187935379548,2,En Riesgo,Frecuente,Gasto Bajo,241,56+,Asia,2,0.7570977499567113
C00660,France,37,Male,Free,2022-12-28,6,406.31,66.14,38,Beauty & Personal Care,Desktop,PayPal,Email Campaign,1,4.4,0,4,1,0,1.0,2.5,2.19,0.16666666666666666,3.6635616461296463,1.9459101490553132,6.0095745662803,0.095823645886977,-0.6232864462233948,-0.5049131410574303,2,En Riesgo,Frecuente,Gasto Bajo,1251,36-45,Europa,2,0.5303967104137314
C00661,India,18,Female,Free,2025-08-23,44,2110.46,52.63,12,Electronics,Mobile,PayPal,Social Media,2,4.5,5,0,0,0,0.0,0.0,0.0,0.0,2.5649493574615367,3.8066624897703196,7.655134930315802,-0.8102988706433972,1.4516260406553012,0.7974911946154357,1,Activo,Frecuente,Gasto Alto,282,18-25,Asia,0,0.4892590391389192
C00662,India,40,Female,Silver,2024-10-26,9,989.72,125.37,109,Home & Kitchen,Desktop,PayPal,Paid Ad,2,3.1,0,5,0,0,2.0,8.333333333333334,92.28,0.2222222222222222,4.700480365792417,2.302585092994046,6.898431951521253,0.9510620310659439,-0.22556060235808023,0.1985868566537988,0,Dormido,Frecuente,Gasto Medio,583,36-45,Asia,2,0.49878567316526257
C00663,United States,38,Male,Free,2025-12-04,33,14931.56,439.01,82,Sports & Outdoors,Mobile,Debit Card,Paid Ad,5,4.3,0,0,1,0,1.0,6.25,15.28,0.030303030303030304,4.418840607796598,3.5263605246161616,9.611299342679755,0.7187688654947072,1.1390631945048482,2.3457279336821606,0,Dormido,Frecuente,Gasto Alto,179,36-45,Norteamérica,1,0.6169186743344072
C00664,United States,39,Female,Free,2020-11-19,20,1598.69,85.62,120,Books,Mobile,UPI / Digital Wallet,Organic Search,2,4.4,1,0,1,0,2.0,10.0,42.129999999999995,0.1,4.795790545596741,3.044522437723423,7.377565139455917,1.0296727483008277,0.6017687672608033,0.577804267919427,0,Dormido,Frecuente,Gasto Alto,2020,36-45,Norteamérica,1,0.5682091552024298
C00665,United States,48,Female,Gold,2025-01-02,22,2878.45,123.11,62,Office Supplies,Mobile,Buy Now Pay Later,Social Media,1,3.9,1,20,1,0,2.0,5.0,11.370000000000001,0.09090909090909091,4.143134726391533,3.1354942159291497,7.965354582670253,0.49136989166395423,0.70321078854564,1.0430193618389931,0,En Riesgo,Frecuente,Gasto Alto,515,46-55,Norteamérica,1,0.8356488568449599
C00666,United States,38,Female,Free,2022-09-07,5,78.35,13.64,104,Beauty & Personal Care,Mobile,Debit Card,Social Media,0,3.5,0,17,0,0,1.0,3.3333333333333335,3.16,0.2,4.653960350157523,1.791759469228055,4.373868446972418,0.9126928683768704,-0.79517883804568,-1.7995181815245223,2,Dormido,Ocasional,Gasto Bajo,1363,36-45,Norteamérica,2,0.5633449237008967
C00667,United States,37,Female,Gold,2025-06-19,13,565.61,45.38,6,Beauty & Personal Care,Desktop,Credit Card,Paid Ad,4,3.8,1,1,1,0,1.0,10.0,41.23,0.07692307692307693,1.9459101490553132,2.6390573296152584,6.339671236375865,-1.3208751413967943,0.14963733773161927,-0.24365299909015314,1,Activo,Frecuente,Gasto Medio,347,36-45,Norteamérica,2,0.7064946967699007
C00668,United States,46,Male,Free,2023-03-04,9,579.49,58.64,65,Jewelry & Accessories,Desktop,Debit Card,Email Campaign,0,3.7,1,8,1,0,1.0,12.5,49.07,0.1111111111111111,4.189654742026425,2.302585092994046,6.363872574460713,0.5297390543530269,-0.22556060235808023,-0.2244984737748413,2,En Riesgo,Frecuente,Gasto Medio,1185,46-55,Norteamérica,1,0.6846164015674854
C00669,Germany,23,Male,Silver,2023-12-30,8,596.26,69.62,148,Electronics,Mobile,Credit Card,Paid Ad,2,4.5,1,9,0,0,0.0,0.0,0.0,0.0,5.003946305945459,2.1972245773362196,6.392352529473033,1.201357175412178,-0.34304740851649596,-0.2019575705673469,2,Dormido,Frecuente,Gasto Medio,884,18-25,Europa,2,0.5434185209967282
C00670,United States,18,Female,Free,2026-02-01,29,4296.96,148.31,78,Clothing & Apparel,Mobile,Buy Now Pay Later,Paid Ad,7,4.8,3,26,0,0,1.0,10.0,12.93,0.034482758620689655,4.3694478524670215,3.4011973816621555,8.36589577050489,0.6780303008352271,0.9994946111261177,1.3600339126586778,0,Dormido,Frecuente,Gasto Alto,120,18-25,Norteamérica,1,0.466130108478295
C00671,Canada,27,Male,Free,2026-02-07,22,1645.95,81.37,33,Electronics,Desktop,PayPal,Organic Search,2,4.4,2,2,1,0,0.0,0.0,0.0,0.0,3.5263605246161616,3.1354942159291497,7.406680371489741,-0.01733822821449301,0.70321078854564,0.6008479710030266,0,En Riesgo,Frecuente,Gasto Alto,114,26-35,Norteamérica,2,0.44221756914715865
C00672,United States,32,Male,Silver,2020-12-03,6,457.86,77.36,2,Jewelry & Accessories,Tablet,Bank Transfer,Email Campaign,0,4.1,0,11,0,0,3.0,31.666666666666668,83.89,0.5,1.0986122886681098,1.9459101490553132,6.128745152642016,-2.019716468245263,-0.6232864462233948,-0.4105937275893333,1,Activo,Frecuente,Gasto Bajo,2006,26-35,Norteamérica,1,0.5926850878492115
C00673,Spain,22,Male,Free,2025-03-31,9,783.57,76.87,43,Sports & Outdoors,Desktop,UPI / Digital Wallet,Email Campaign,1,4.1,0,6,0,0,1.0,3.3333333333333335,14.38,0.1111111111111111,3.784189633918261,2.302585092994046,6.665135797000592,0.1953161938827108,-0.22556060235808023,0.013940987815309355,0,En Riesgo,Frecuente,Gasto Medio,427,18-25,Europa,1,0.40706631118067454
